nodes_per_instance,p,exponent,instance_connectivity,simpsons_index,reachability
pwrlaw,0.11,1.88,0.11818,0.05445,0.89366
pwrlaw,0.11,2.25,0.12329,0.08453,0.93948
pwrlaw,0.11,2.25,0.10643,0.02559,0.61347
pwrlaw,0.11,2.25,0.11655,0.05840,0.73019
pwrlaw,0.11,2.25,0.11481,0.06454,0.81946
pwrlaw,0.11,2.25,0.11556,0.05588,0.77278
pwrlaw,0.11,2.62,0.11190,0.04431,0.73091
pwrlaw,0.11,2.62,0.11314,0.04635,0.76360
pwrlaw,0.11,2.62,0.11348,0.05046,0.61878
pwrlaw,0.11,2.62,0.12391,0.09147,0.70416
pwrlaw,0.11,2.62,0.11353,0.05148,0.73051
pwrlaw,0.11,3.00,0.11103,0.04558,0.50173
pwrlaw,0.11,3.00,0.11298,0.05315,0.48051
pwrlaw,0.11,3.00,0.10896,0.03711,0.48753
pwrlaw,0.11,3.00,0.10645,0.02363,0.50390
pwrlaw,0.11,3.00,0.11343,0.05438,0.55569
pwrlaw,0.16,1.50,0.12515,0.08093,0.96963
pwrlaw,0.16,1.50,0.13095,0.09944,0.99405
pwrlaw,0.16,1.50,0.15099,0.15412,0.99338
pwrlaw,0.16,1.50,0.12922,0.08275,0.93068
pwrlaw,0.16,1.50,0.11576,0.06488,0.94634
pwrlaw,0.16,1.88,0.11887,0.06547,0.86270
pwrlaw,0.16,1.88,0.12244,0.06795,0.99359
pwrlaw,0.16,1.88,0.12194,0.07853,0.83688
pwrlaw,0.16,1.88,0.12733,0.09193,0.86355
pwrlaw,0.16,1.88,0.12767,0.09530,0.87330
pwrlaw,0.16,2.25,0.12117,0.08126,0.63285
pwrlaw,0.16,2.25,0.12199,0.07431,0.80771
pwrlaw,0.16,2.25,0.11757,0.05975,0.87683
pwrlaw,0.16,2.25,0.11631,0.05436,0.79513
pwrlaw,0.16,2.25,0.11575,0.05267,0.91359
pwrlaw,0.16,2.62,0.11908,0.07817,0.83340
pwrlaw,0.16,2.62,0.11259,0.05297,0.68587
pwrlaw,0.16,2.62,0.11940,0.07154,0.74471
pwrlaw,0.16,2.62,0.11799,0.06429,0.69500
pwrlaw,0.16,2.62,0.11250,0.04749,0.69174
pwrlaw,0.16,3.00,0.11406,0.05614,0.64526
pwrlaw,0.16,3.00,0.11690,0.06142,0.72228
pwrlaw,0.16,3.00,0.11818,0.07285,0.54054
pwrlaw,0.16,3.00,0.11167,0.04806,0.68972
pwrlaw,0.16,3.00,0.11579,0.05704,0.66211
pwrlaw,0.21,1.50,0.16235,0.17583,0.99383
pwrlaw,0.21,1.50,0.13012,0.10541,0.81376
pwrlaw,0.21,1.50,0.12963,0.10106,0.86587
pwrlaw,0.21,1.50,0.13642,0.12083,0.94566
pwrlaw,0.21,1.50,0.13910,0.12551,0.94362
pwrlaw,0.21,1.88,0.12857,0.09227,0.89400
pwrlaw,0.21,1.88,0.13571,0.12111,0.96469
pwrlaw,0.21,1.88,0.13497,0.11710,0.92494
pwrlaw,0.21,1.88,0.13793,0.11851,0.91377
pwrlaw,0.21,1.88,0.12752,0.09162,0.94104
pwrlaw,0.21,2.25,0.12273,0.08513,0.93320
pwrlaw,0.21,2.25,0.11748,0.06671,0.73676
pwrlaw,0.21,2.25,0.13094,0.10200,0.96444
pwrlaw,0.21,2.25,0.12448,0.09412,0.92494
pwrlaw,0.21,2.25,0.12624,0.09434,0.78316
pwrlaw,0.21,2.62,0.12721,0.09747,0.81218
pwrlaw,0.21,2.62,0.13258,0.11437,0.73152
pwrlaw,0.21,2.62,0.13388,0.12691,0.81989
pwrlaw,0.21,2.62,0.12290,0.08461,0.84715
pwrlaw,0.21,2.62,0.12481,0.09542,0.82232
pwrlaw,0.21,3.00,0.12109,0.08133,0.73401
pwrlaw,0.21,3.00,0.11679,0.06776,0.64006
pwrlaw,0.21,3.00,0.11855,0.07199,0.71319
pwrlaw,0.21,3.00,0.12847,0.11566,0.76232
pwrlaw,0.21,3.00,0.12279,0.08797,0.57299
pwrlaw,0.26,1.50,0.14808,0.13551,0.96828
pwrlaw,0.26,1.50,0.14815,0.14957,0.95748
pwrlaw,0.26,1.50,0.14367,0.13037,0.99367
pwrlaw,0.26,1.50,0.12781,0.10260,0.80795
pwrlaw,0.26,1.50,0.14204,0.14032,0.94397
pwrlaw,0.26,1.88,0.13816,0.12531,0.99342
pwrlaw,0.26,1.88,0.13810,0.13081,0.83891
pwrlaw,0.26,1.88,0.15172,0.16413,0.99310
pwrlaw,0.26,1.88,0.13851,0.13278,0.95352
pwrlaw,0.26,1.88,0.12839,0.10008,0.89390
pwrlaw,0.26,2.25,0.13212,0.10611,0.90799
pwrlaw,0.26,2.25,0.12971,0.09418,0.90874
pwrlaw,0.26,2.25,0.14228,0.15498,0.91527
pwrlaw,0.26,2.25,0.13028,0.09587,0.78387
pwrlaw,0.26,2.25,0.13453,0.11941,0.93649
pwrlaw,0.26,2.62,0.12761,0.10447,0.74426
pwrlaw,0.26,2.62,0.13130,0.12008,0.71336
pwrlaw,0.26,2.62,0.12847,0.09893,0.75049
pwrlaw,0.26,2.62,0.12993,0.11225,0.89467
pwrlaw,0.26,2.62,0.13043,0.11400,0.85455
pwrlaw,0.26,3.00,0.12500,0.10678,0.76074
pwrlaw,0.26,3.00,0.12734,0.08961,0.70740
pwrlaw,0.26,3.00,0.12857,0.10645,0.77110
pwrlaw,0.26,3.00,0.13256,0.11877,0.74875
pwrlaw,0.26,3.00,0.11654,0.06879,0.58193
pwrlaw,0.32,1.50,0.16266,0.18361,0.99367
pwrlaw,0.32,1.50,0.16026,0.16998,0.99359
pwrlaw,0.32,1.50,0.14103,0.13695,0.89464
pwrlaw,0.32,1.50,0.15472,0.16501,0.99371
pwrlaw,0.32,1.50,0.17284,0.19928,0.96944
pwrlaw,0.32,1.88,0.15177,0.15784,0.99291
pwrlaw,0.32,1.88,0.13400,0.10907,0.90329
pwrlaw,0.32,1.88,0.14795,0.14728,0.90092
pwrlaw,0.32,1.88,0.15396,0.17281,0.99281
pwrlaw,0.32,1.88,0.14662,0.15625,0.92741
pwrlaw,0.32,2.25,0.14247,0.15127,0.87521
pwrlaw,0.32,2.25,0.15070,0.16002,0.99296
pwrlaw,0.32,2.25,0.13497,0.12167,0.87271
pwrlaw,0.32,2.25,0.13873,0.13702,0.84527
pwrlaw,0.32,2.25,0.15985,0.17604,0.99270
pwrlaw,0.32,2.62,0.13609,0.12298,0.87670
pwrlaw,0.32,2.62,0.13259,0.13097,0.77235
pwrlaw,0.32,2.62,0.14286,0.16496,0.82198
pwrlaw,0.32,2.62,0.13942,0.14519,0.88017
pwrlaw,0.32,2.62,0.12836,0.10424,0.77022
pwrlaw,0.32,3.00,0.13577,0.13747,0.77996
pwrlaw,0.32,3.00,0.13650,0.14448,0.77692
pwrlaw,0.32,3.00,0.12203,0.09256,0.48133
pwrlaw,0.32,3.00,0.13000,0.11183,0.69056
pwrlaw,0.32,3.00,0.13125,0.12473,0.69409
pwrlaw,0.37,1.50,0.15782,0.20396,0.90138
pwrlaw,0.37,1.50,0.17643,0.22390,0.99363
pwrlaw,0.37,1.50,0.16755,0.18198,0.96724
pwrlaw,0.37,1.50,0.15886,0.19607,0.96867
pwrlaw,0.37,1.50,0.16358,0.20699,0.96724
pwrlaw,0.37,1.88,0.15328,0.15776,0.99270
pwrlaw,0.37,1.88,0.15442,0.18184,0.99320
pwrlaw,0.37,1.88,0.15510,0.16927,0.99320
pwrlaw,0.37,1.88,0.15586,0.17910,0.93907
pwrlaw,0.37,1.88,0.15695,0.16865,0.96724
pwrlaw,0.37,2.25,0.13759,0.12925,0.84889
pwrlaw,0.37,2.25,0.14000,0.13630,0.80500
pwrlaw,0.37,2.25,0.14552,0.16396,0.99254
pwrlaw,0.37,2.25,0.13333,0.11620,0.82403
pwrlaw,0.37,2.25,0.14681,0.15281,0.85831
pwrlaw,0.37,2.62,0.15259,0.18813,0.92060
pwrlaw,0.37,2.62,0.14146,0.15753,0.92842
pwrlaw,0.37,2.62,0.13750,0.12776,0.96143
pwrlaw,0.37,2.62,0.13788,0.14014,0.83414
pwrlaw,0.37,2.62,0.14173,0.13991,0.90896
pwrlaw,0.37,3.00,0.13583,0.13608,0.87958
pwrlaw,0.37,3.00,0.14113,0.15035,0.83897
pwrlaw,0.37,3.00,0.13101,0.12147,0.69876
pwrlaw,0.37,3.00,0.14797,0.18036,0.89748
pwrlaw,0.37,3.00,0.13040,0.12432,0.69018
pwrlaw,0.42,1.50,0.19752,0.23530,0.99379
pwrlaw,0.42,1.50,0.17564,0.24144,0.99359
pwrlaw,0.42,1.50,0.19367,0.24503,0.99367
pwrlaw,0.42,1.50,0.17987,0.23167,0.99351
pwrlaw,0.42,1.50,0.15695,0.19041,0.94180
pwrlaw,0.42,1.88,0.15800,0.18161,0.99333
pwrlaw,0.42,1.88,0.18333,0.22062,0.96566
pwrlaw,0.42,1.88,0.16507,0.19407,0.99315
pwrlaw,0.42,1.88,0.15106,0.17003,0.93738
pwrlaw,0.42,1.88,0.16490,0.21151,0.89128
pwrlaw,0.42,2.25,0.14892,0.17227,0.86900
pwrlaw,0.42,2.25,0.14748,0.15069,0.88215
pwrlaw,0.42,2.25,0.14710,0.16451,0.88227
pwrlaw,0.42,2.25,0.15368,0.17487,0.96367
pwrlaw,0.42,2.25,0.16377,0.21434,0.96419
pwrlaw,0.42,2.62,0.14186,0.14771,0.77519
pwrlaw,0.42,2.62,0.13740,0.14014,0.79410
pwrlaw,0.42,2.62,0.14711,0.17818,0.92726
pwrlaw,0.42,2.62,0.14385,0.15258,0.87432
pwrlaw,0.42,2.62,0.15349,0.19830,0.90259
pwrlaw,0.42,3.00,0.14878,0.17528,0.77903
pwrlaw,0.42,3.00,0.14032,0.14081,0.72542
pwrlaw,0.42,3.00,0.13471,0.13298,0.84994
pwrlaw,0.42,3.00,0.14737,0.17947,0.76285
pwrlaw,0.42,3.00,0.13821,0.15307,0.79358
pwrlaw,0.47,1.50,0.15570,0.16469,0.96680
pwrlaw,0.47,1.50,0.17826,0.23175,0.99379
pwrlaw,0.47,1.50,0.17813,0.23652,0.99375
pwrlaw,0.47,1.50,0.16768,0.22771,0.94601
pwrlaw,0.47,1.50,0.20261,0.28206,0.99346
pwrlaw,0.47,1.88,0.17613,0.22500,0.94293
pwrlaw,0.47,1.88,0.14857,0.15570,0.95092
pwrlaw,0.47,1.88,0.16667,0.20018,0.96419
pwrlaw,0.47,1.88,0.16806,0.20150,0.96566
pwrlaw,0.47,1.88,0.16642,0.22437,0.99270
pwrlaw,0.47,2.25,0.15373,0.16209,0.87792
pwrlaw,0.47,2.25,0.16279,0.20495,0.93167
pwrlaw,0.47,2.25,0.15985,0.20429,0.84814
pwrlaw,0.47,2.25,0.15664,0.18161,0.84630
pwrlaw,0.47,2.25,0.15912,0.19072,0.82690
pwrlaw,0.47,2.62,0.15289,0.20389,0.89584
pwrlaw,0.47,2.62,0.15891,0.21381,0.93167
pwrlaw,0.47,2.62,0.14298,0.13990,0.85703
pwrlaw,0.47,2.62,0.14436,0.16260,0.77031
pwrlaw,0.47,2.62,0.14453,0.16482,0.88684
pwrlaw,0.47,3.00,0.13016,0.11928,0.81267
pwrlaw,0.47,3.00,0.13869,0.14088,0.80058
pwrlaw,0.47,3.00,0.14380,0.17290,0.85049
pwrlaw,0.47,3.00,0.14959,0.19399,0.64591
pwrlaw,0.47,3.00,0.15111,0.18060,0.93465
pwrlaw,0.53,1.50,0.19747,0.23609,0.96867
pwrlaw,0.53,1.50,0.17391,0.24813,0.93361
pwrlaw,0.53,1.50,0.18219,0.25290,0.93986
pwrlaw,0.53,1.50,0.18553,0.24385,0.99342
pwrlaw,0.53,1.50,0.17278,0.22606,0.99367
pwrlaw,0.53,1.88,0.14400,0.14865,0.76851
pwrlaw,0.53,1.88,0.16429,0.19306,0.92398
pwrlaw,0.53,1.88,0.19097,0.26202,0.99306
pwrlaw,0.53,1.88,0.16552,0.19967,0.96590
pwrlaw,0.53,1.88,0.17943,0.26650,0.96494
pwrlaw,0.53,2.25,0.15571,0.17833,0.90959
pwrlaw,0.53,2.25,0.16080,0.19683,0.99200
pwrlaw,0.53,2.25,0.14545,0.14899,0.91885
pwrlaw,0.53,2.25,0.16761,0.24200,0.93781
pwrlaw,0.53,2.25,0.15969,0.20367,0.96172
pwrlaw,0.53,2.62,0.15496,0.20259,0.90356
pwrlaw,0.53,2.62,0.14480,0.14748,0.86912
pwrlaw,0.53,2.62,0.15289,0.16837,0.92726
pwrlaw,0.53,2.62,0.14809,0.15891,0.84704
pwrlaw,0.53,2.62,0.15649,0.18330,0.91824
pwrlaw,0.53,3.00,0.13333,0.12682,0.75127
pwrlaw,0.53,3.00,0.13588,0.13442,0.73888
pwrlaw,0.53,3.00,0.14874,0.16848,0.86279
pwrlaw,0.53,3.00,0.15044,0.17008,0.73099
pwrlaw,0.53,3.00,0.14530,0.16303,0.71064
pwrlaw,0.58,1.50,0.18481,0.25476,0.96867
pwrlaw,0.58,1.50,0.19935,0.28921,0.99351
pwrlaw,0.58,1.50,0.21975,0.30176,0.99363
pwrlaw,0.58,1.50,0.20370,0.28186,0.99383
pwrlaw,0.58,1.50,0.17132,0.23912,0.96172
pwrlaw,0.58,1.88,0.17419,0.21828,0.96807
pwrlaw,0.58,1.88,0.17372,0.23133,0.94986
pwrlaw,0.58,1.88,0.17778,0.24618,0.99306
pwrlaw,0.58,1.88,0.16531,0.22323,0.96636
pwrlaw,0.58,1.88,0.18194,0.23736,0.91242
pwrlaw,0.58,2.25,0.17302,0.25321,0.85614
pwrlaw,0.58,2.25,0.16642,0.23180,0.93417
pwrlaw,0.58,2.25,0.17188,0.22469,0.88684
pwrlaw,0.58,2.25,0.16940,0.21699,0.83716
pwrlaw,0.58,2.25,0.16512,0.21705,0.93167
pwrlaw,0.58,2.62,0.14758,0.17115,0.78122
pwrlaw,0.58,2.62,0.14924,0.17621,0.86191
pwrlaw,0.58,2.62,0.16218,0.21945,0.95855
pwrlaw,0.58,2.62,0.15868,0.20088,0.92726
pwrlaw,0.58,2.62,0.15246,0.17815,0.76364
pwrlaw,0.58,3.00,0.15214,0.18448,0.72467
pwrlaw,0.58,3.00,0.14083,0.15335,0.84875
pwrlaw,0.58,3.00,0.14685,0.16698,0.75692
pwrlaw,0.58,3.00,0.14386,0.16398,0.74838
pwrlaw,0.58,3.00,0.13423,0.12316,0.66894
pwrlaw,0.63,1.50,0.19608,0.28835,0.99346
pwrlaw,0.63,1.50,0.19675,0.23218,0.99351
pwrlaw,0.63,1.50,0.18776,0.28649,0.96636
pwrlaw,0.63,1.50,0.16225,0.20752,0.94145
pwrlaw,0.63,1.50,0.19178,0.29388,0.96613
pwrlaw,0.63,1.88,0.18074,0.25867,0.99259
pwrlaw,0.63,1.88,0.17568,0.23565,0.95352
pwrlaw,0.63,1.88,0.16871,0.21015,0.94026
pwrlaw,0.63,1.88,0.18601,0.24129,0.99301
pwrlaw,0.63,1.88,0.18435,0.22533,0.99320
pwrlaw,0.63,2.25,0.15194,0.17800,0.85884
pwrlaw,0.63,2.25,0.18030,0.27268,0.93320
pwrlaw,0.63,2.25,0.16812,0.23624,0.89477
pwrlaw,0.63,2.25,0.17068,0.23593,0.86336
pwrlaw,0.63,2.25,0.17368,0.22063,0.96286
pwrlaw,0.63,2.62,0.15120,0.18945,0.76902
pwrlaw,0.63,2.62,0.15814,0.19657,0.80260
pwrlaw,0.63,2.62,0.16167,0.21409,0.87958
pwrlaw,0.63,2.62,0.15556,0.19782,0.96082
pwrlaw,0.63,2.62,0.15902,0.22159,0.86657
pwrlaw,0.63,3.00,0.15833,0.20828,0.81636
pwrlaw,0.63,3.00,0.16410,0.23896,0.99145
pwrlaw,0.63,3.00,0.16639,0.22468,0.79334
pwrlaw,0.63,3.00,0.15278,0.19581,0.76766
pwrlaw,0.63,3.00,0.14454,0.16482,0.78709
pwrlaw,0.68,1.50,0.21321,0.30003,0.99371
pwrlaw,0.68,1.50,0.21563,0.29683,0.99375
pwrlaw,0.68,1.50,0.20000,0.31879,0.99363
pwrlaw,0.68,1.50,0.20617,0.30229,0.96944
pwrlaw,0.68,1.50,0.20701,0.28567,0.99363
pwrlaw,0.68,1.88,0.19392,0.29153,0.99324
pwrlaw,0.68,1.88,0.18707,0.24245,0.96636
pwrlaw,0.68,1.88,0.17917,0.25718,0.96566
pwrlaw,0.68,1.88,0.17970,0.25113,0.93369
pwrlaw,0.68,1.88,0.18207,0.23039,0.93907
pwrlaw,0.68,2.25,0.17407,0.23337,0.79791
pwrlaw,0.68,2.25,0.16718,0.23022,0.84704
pwrlaw,0.68,2.25,0.16250,0.19830,0.90701
pwrlaw,0.68,2.25,0.17043,0.24586,0.95713
pwrlaw,0.68,2.25,0.17068,0.21925,0.87670
pwrlaw,0.68,2.62,0.15391,0.19010,0.82647
pwrlaw,0.68,2.62,0.16238,0.21664,0.85796
pwrlaw,0.68,2.62,0.17105,0.25552,0.93998
pwrlaw,0.68,2.62,0.15583,0.20562,0.91097
pwrlaw,0.68,2.62,0.15417,0.17247,0.95889
pwrlaw,0.68,3.00,0.15263,0.18961,0.82548
pwrlaw,0.68,3.00,0.15372,0.18598,0.86497
pwrlaw,0.68,3.00,0.14818,0.17536,0.99091
pwrlaw,0.68,3.00,0.16847,0.23898,0.80562
pwrlaw,0.68,3.00,0.14522,0.15980,0.87456
pwrlaw,0.74,1.50,0.22244,0.33937,0.99359
pwrlaw,0.74,1.50,0.22611,0.33210,0.99363
pwrlaw,0.74,1.50,0.22273,0.30971,0.96787
pwrlaw,0.74,1.50,0.19568,0.30903,0.96444
pwrlaw,0.74,1.50,0.22063,0.29010,0.96906
pwrlaw,0.74,1.88,0.18643,0.28213,0.96469
pwrlaw,0.74,1.88,0.18138,0.26625,0.96590
pwrlaw,0.74,1.88,0.17402,0.23142,0.93062
pwrlaw,0.74,1.88,0.18897,0.24078,0.96590
pwrlaw,0.74,1.88,0.18671,0.27396,0.93824
pwrlaw,0.74,2.25,0.18760,0.25901,0.93167
pwrlaw,0.74,2.25,0.15734,0.19076,0.93824
pwrlaw,0.74,2.25,0.17121,0.23166,0.93320
pwrlaw,0.74,2.25,0.16370,0.19463,0.96340
pwrlaw,0.74,2.25,0.19016,0.26444,0.99180
pwrlaw,0.74,2.62,0.16525,0.21457,0.90951
pwrlaw,0.74,2.62,0.16460,0.22226,0.82497
pwrlaw,0.74,2.62,0.16210,0.20477,0.91376
pwrlaw,0.74,2.62,0.16260,0.21220,0.85439
pwrlaw,0.74,2.62,0.17434,0.24734,0.83985
pwrlaw,0.74,3.00,0.15094,0.19101,0.88163
pwrlaw,0.74,3.00,0.15739,0.19189,0.85822
pwrlaw,0.74,3.00,0.16466,0.22998,0.85939
pwrlaw,0.74,3.00,0.15086,0.19105,0.82788
pwrlaw,0.74,3.00,0.14872,0.17268,0.90876
pwrlaw,0.79,1.50,0.23478,0.31540,0.99379
pwrlaw,0.79,1.50,0.20333,0.28394,0.99333
pwrlaw,0.79,1.50,0.21847,0.31854,0.99363
pwrlaw,0.79,1.50,0.23121,0.31073,0.99363
pwrlaw,0.79,1.50,0.20566,0.29737,0.99371
pwrlaw,0.79,1.88,0.18811,0.25606,0.93824
pwrlaw,0.79,1.88,0.18592,0.25972,0.96519
pwrlaw,0.79,1.88,0.20612,0.31326,0.93989
pwrlaw,0.79,1.88,0.18815,0.25350,0.99259
pwrlaw,0.79,1.88,0.17786,0.22097,0.96469
pwrlaw,0.79,2.25,0.16885,0.21647,0.95955
pwrlaw,0.79,2.25,0.17008,0.22227,0.99213
pwrlaw,0.79,2.25,0.17571,0.24550,0.93694
pwrlaw,0.79,2.25,0.16000,0.19247,0.99167
pwrlaw,0.79,2.25,0.17090,0.23150,0.92003
pwrlaw,0.79,2.62,0.16466,0.22799,0.84379
pwrlaw,0.79,2.62,0.15462,0.19763,0.92606
pwrlaw,0.79,2.62,0.17632,0.26562,0.93998
pwrlaw,0.79,2.62,0.15294,0.19222,0.77212
pwrlaw,0.79,2.62,0.16719,0.22949,0.90137
pwrlaw,0.79,3.00,0.16154,0.21213,0.82928
pwrlaw,0.79,3.00,0.17521,0.24103,0.87720
pwrlaw,0.79,3.00,0.15648,0.20002,0.95439
pwrlaw,0.79,3.00,0.15676,0.20298,0.85383
pwrlaw,0.79,3.00,0.15398,0.18783,0.88871
pwrlaw,0.84,1.50,0.21509,0.30576,0.96887
pwrlaw,0.84,1.50,0.18421,0.27137,0.96745
pwrlaw,0.84,1.50,0.18112,0.25931,0.74693
pwrlaw,0.84,1.50,0.15852,0.19010,0.70947
pwrlaw,0.84,1.50,0.20844,0.28790,0.99351
pwrlaw,0.84,1.88,0.18865,0.27805,0.99291
pwrlaw,0.84,1.88,0.20290,0.29558,0.99275
pwrlaw,0.84,1.88,0.17075,0.24160,0.96636
pwrlaw,0.84,1.88,0.20647,0.25522,0.99281
pwrlaw,0.84,1.88,0.18951,0.28081,0.95193
pwrlaw,0.84,2.25,0.17744,0.25792,0.99248
pwrlaw,0.84,2.25,0.17895,0.23792,0.99248
pwrlaw,0.84,2.25,0.16692,0.22178,0.90497
pwrlaw,0.84,2.25,0.18231,0.24546,0.90284
pwrlaw,0.84,2.25,0.17652,0.24845,0.99242
pwrlaw,0.84,2.62,0.17895,0.26154,0.85703
pwrlaw,0.84,2.62,0.19035,0.28530,0.99123
pwrlaw,0.84,2.62,0.17328,0.24180,0.90800
pwrlaw,0.84,2.62,0.15583,0.18397,0.83389
pwrlaw,0.84,2.62,0.17302,0.23890,0.90035
pwrlaw,0.84,3.00,0.15391,0.18470,0.96143
pwrlaw,0.84,3.00,0.16053,0.20466,0.87350
pwrlaw,0.84,3.00,0.14112,0.15795,0.70190
pwrlaw,0.84,3.00,0.15897,0.21409,0.82928
pwrlaw,0.84,3.00,0.14483,0.15883,0.70898
pwrlaw,0.89,1.50,0.20828,0.29637,0.99363
pwrlaw,0.89,1.50,0.20132,0.29846,0.85500
pwrlaw,0.89,1.50,0.19000,0.29596,0.89500
pwrlaw,0.89,1.50,0.22803,0.34489,0.94365
pwrlaw,0.89,1.50,0.20878,0.28043,0.94028
pwrlaw,0.89,1.88,0.20915,0.28907,0.99296
pwrlaw,0.89,1.88,0.19320,0.27237,0.99320
pwrlaw,0.89,1.88,0.18750,0.25170,0.89327
pwrlaw,0.89,1.88,0.19118,0.26913,0.99265
pwrlaw,0.89,1.88,0.20000,0.28467,0.99281
pwrlaw,0.89,2.25,0.20076,0.29852,0.91824
pwrlaw,0.89,2.25,0.17025,0.22881,0.89584
pwrlaw,0.89,2.25,0.18106,0.25929,0.96258
pwrlaw,0.89,2.25,0.17109,0.21330,0.99219
pwrlaw,0.89,2.25,0.17857,0.25349,0.93008
pwrlaw,0.89,2.62,0.16522,0.21617,0.73543
pwrlaw,0.89,2.62,0.15966,0.20138,0.77254
pwrlaw,0.89,2.62,0.16204,0.21533,0.84945
pwrlaw,0.89,2.62,0.17207,0.22006,0.92087
pwrlaw,0.89,2.62,0.17345,0.23473,0.92223
pwrlaw,0.89,3.00,0.16036,0.21662,0.92087
pwrlaw,0.89,3.00,0.16216,0.19876,0.87022
pwrlaw,0.89,3.00,0.15254,0.17442,0.86225
pwrlaw,0.89,3.00,0.15763,0.21568,0.75754
pwrlaw,0.89,3.00,0.16168,0.20977,0.79850
pwrlaw,0.95,1.50,0.21529,0.27871,0.99363
pwrlaw,0.95,1.50,0.19346,0.24624,0.90478
pwrlaw,0.95,1.50,0.21484,0.28696,0.96807
pwrlaw,0.95,1.50,0.23553,0.32189,0.99342
pwrlaw,0.95,1.50,0.18806,0.27738,0.84997
pwrlaw,0.95,1.88,0.20145,0.25787,0.96419
pwrlaw,0.95,1.88,0.22162,0.33492,0.96658
pwrlaw,0.95,1.88,0.19524,0.25952,0.96636
pwrlaw,0.95,1.88,0.20074,0.29563,0.99259
pwrlaw,0.95,1.88,0.20515,0.30750,0.99265
pwrlaw,0.95,2.25,0.17829,0.25203,0.99225
pwrlaw,0.95,2.25,0.18833,0.25903,0.99167
pwrlaw,0.95,2.25,0.17500,0.24282,0.96143
pwrlaw,0.95,2.25,0.18306,0.24201,0.96020
pwrlaw,0.95,2.25,0.18065,0.25735,0.96020
pwrlaw,0.95,2.62,0.15385,0.16821,0.89298
pwrlaw,0.95,2.62,0.17131,0.22959,0.86603
pwrlaw,0.95,2.62,0.18661,0.28196,0.92156
pwrlaw,0.95,2.62,0.17672,0.25735,0.95749
pwrlaw,0.95,2.62,0.17411,0.23749,0.92156
pwrlaw,0.95,3.00,0.15962,0.20656,0.74316
pwrlaw,0.95,3.00,0.16000,0.19528,0.88054
pwrlaw,0.95,3.00,0.15648,0.19532,0.83282
pwrlaw,0.95,3.00,0.16609,0.21171,0.92355
pwrlaw,0.95,3.00,0.16731,0.21693,0.91568
pwrlaw,1.00,1.50,0.16333,0.22950,0.82987
pwrlaw,1.00,1.50,0.19044,0.28655,0.96367
pwrlaw,1.00,1.50,0.16948,0.24863,0.81059
pwrlaw,1.00,1.50,0.21161,0.34983,0.99355
pwrlaw,1.00,1.50,0.21392,0.29586,0.99367
pwrlaw,1.00,1.88,0.19362,0.26558,0.93738
pwrlaw,1.00,1.88,0.18993,0.26776,0.99281
pwrlaw,1.00,1.88,0.17626,0.22371,0.99281
pwrlaw,1.00,1.88,0.19650,0.25860,0.99301
pwrlaw,1.00,1.88,0.16794,0.25400,0.79203
pwrlaw,1.00,2.25,0.17724,0.25068,0.85227
pwrlaw,1.00,2.25,0.18550,0.26515,0.99237
pwrlaw,1.00,2.25,0.19194,0.26263,0.92898
pwrlaw,1.00,2.25,0.17538,0.21723,0.93219
pwrlaw,1.00,2.25,0.18618,0.25936,0.94428
pwrlaw,1.00,2.62,0.17619,0.25713,0.88511
pwrlaw,1.00,2.62,0.15752,0.18467,0.85582
pwrlaw,1.00,2.62,0.16721,0.20283,0.86603
pwrlaw,1.00,2.62,0.18850,0.27133,0.99115
pwrlaw,1.00,2.62,0.15789,0.18706,0.90643
pwrlaw,1.00,3.00,0.15094,0.17237,0.79601
pwrlaw,1.00,3.00,0.16364,0.21751,0.88579
pwrlaw,1.00,3.00,0.16636,0.21450,0.88579
pwrlaw,1.00,3.00,0.17064,0.23913,0.91945
pwrlaw,1.00,3.00,0.16250,0.21086,0.93893
