nodes_per_instance,p,exponent,instance_connectivity,simpsons_index,reachability
expon,0.05,1.88,0.11743,0.05092,0.98015
expon,0.05,1.88,0.11181,0.03762,0.98632
expon,0.05,1.88,0.11676,0.04095,0.94819
expon,0.05,1.88,0.11301,0.04092,0.99729
expon,0.05,2.25,0.11215,0.04367,0.94180
expon,0.05,2.25,0.11319,0.03652,0.95461
expon,0.05,2.25,0.11254,0.03993,0.90124
expon,0.05,2.25,0.11068,0.03281,0.96185
expon,0.05,2.25,0.11311,0.03880,0.90811
expon,0.05,2.62,0.10961,0.03066,0.82641
expon,0.05,2.62,0.11022,0.03580,0.76081
expon,0.05,2.62,0.11122,0.04059,0.63638
expon,0.05,2.62,0.11038,0.03963,0.83078
expon,0.05,2.62,0.11073,0.03844,0.75248
expon,0.05,3.00,0.11362,0.05111,0.77876
expon,0.05,3.00,0.11071,0.04080,0.49247
expon,0.05,3.00,0.11031,0.03755,0.72094
expon,0.05,3.00,0.10984,0.03620,0.76971
expon,0.05,3.00,0.10812,0.02931,0.37172
expon,0.11,1.50,0.13289,0.09019,0.93493
expon,0.11,1.50,0.14080,0.09659,0.95558
expon,0.11,1.50,0.13256,0.09501,0.99742
expon,0.11,1.50,0.12708,0.07952,0.91753
expon,0.11,1.50,0.13731,0.10177,0.99741
expon,0.11,1.88,0.12451,0.07535,0.92158
expon,0.11,1.88,0.13573,0.10320,0.98621
expon,0.11,1.88,0.13059,0.09285,0.97470
expon,0.11,1.88,0.13671,0.10121,0.99711
expon,0.11,1.88,0.13618,0.10045,0.99715
expon,0.11,2.25,0.13856,0.12242,0.89944
expon,0.11,2.25,0.12409,0.08067,0.94302
expon,0.11,2.25,0.12796,0.09204,0.97287
expon,0.11,2.25,0.12883,0.09702,0.91544
expon,0.11,2.25,0.12657,0.08235,0.97335
expon,0.11,2.62,0.12194,0.07424,0.88201
expon,0.11,2.62,0.12040,0.08046,0.86171
expon,0.11,2.62,0.12657,0.09075,0.90475
expon,0.11,2.62,0.12048,0.07637,0.84036
expon,0.11,2.62,0.12567,0.08669,0.89327
expon,0.11,3.00,0.12349,0.08024,0.87434
expon,0.11,3.00,0.11589,0.06307,0.71242
expon,0.11,3.00,0.12059,0.06932,0.76629
expon,0.11,3.00,0.11600,0.05939,0.69978
expon,0.11,3.00,0.11307,0.04928,0.75403
expon,0.16,1.50,0.15658,0.15915,0.99737
expon,0.16,1.50,0.17391,0.19436,0.99728
expon,0.16,1.50,0.17016,0.19010,0.99738
expon,0.16,1.50,0.14565,0.12677,0.99736
expon,0.16,1.50,0.16000,0.17160,0.99737
expon,0.16,1.88,0.15354,0.16604,0.98031
expon,0.16,1.88,0.15892,0.15985,0.99717
expon,0.16,1.88,0.15824,0.15688,0.99716
expon,0.16,1.88,0.14618,0.13739,0.98590
expon,0.16,1.88,0.15581,0.15107,0.99717
expon,0.16,2.25,0.14592,0.13724,0.98497
expon,0.16,2.25,0.14590,0.13476,0.99696
expon,0.16,2.25,0.13508,0.11468,0.88987
expon,0.16,2.25,0.13882,0.12806,0.91218
expon,0.16,2.25,0.14177,0.12518,0.93135
expon,0.16,2.62,0.13397,0.10621,0.94633
expon,0.16,2.62,0.13497,0.11037,0.90154
expon,0.16,2.62,0.13657,0.12873,0.90849
expon,0.16,2.62,0.13421,0.11537,0.89456
expon,0.16,2.62,0.12615,0.07944,0.89539
expon,0.16,3.00,0.12890,0.11062,0.68333
expon,0.16,3.00,0.13082,0.11545,0.87037
expon,0.16,3.00,0.12945,0.10763,0.70077
expon,0.16,3.00,0.12590,0.09924,0.83421
expon,0.16,3.00,0.12550,0.09808,0.72205
expon,0.21,1.50,0.16962,0.18897,0.99731
expon,0.21,1.50,0.20968,0.25530,0.99731
expon,0.21,1.50,0.19921,0.24287,0.98683
expon,0.21,1.50,0.19189,0.24384,0.99730
expon,0.21,1.50,0.20786,0.23684,0.99729
expon,0.21,1.88,0.15499,0.16396,0.99715
expon,0.21,1.88,0.17749,0.21038,0.99715
expon,0.21,1.88,0.16271,0.18406,0.98594
expon,0.21,1.88,0.17130,0.19515,0.98557
expon,0.21,1.88,0.16848,0.19701,0.98574
expon,0.21,2.25,0.15361,0.15540,0.97311
expon,0.21,2.25,0.14894,0.15000,0.91392
expon,0.21,2.25,0.14907,0.15133,0.96033
expon,0.21,2.25,0.15937,0.17117,0.98445
expon,0.21,2.25,0.15793,0.17597,0.85909
expon,0.21,2.62,0.15033,0.17362,0.92544
expon,0.21,2.62,0.13703,0.13107,0.85125
expon,0.21,2.62,0.15472,0.17370,0.95348
expon,0.21,2.62,0.14254,0.14609,0.89225
expon,0.21,2.62,0.14603,0.15651,0.82667
expon,0.21,3.00,0.14488,0.16088,0.82835
expon,0.21,3.00,0.13973,0.14291,0.84270
expon,0.21,3.00,0.13993,0.13960,0.78536
expon,0.21,3.00,0.14384,0.15016,0.79051
expon,0.21,3.00,0.14509,0.15774,0.77829
expon,0.26,1.50,0.17663,0.21309,0.95440
expon,0.26,1.50,0.18027,0.22008,0.99733
expon,0.26,1.50,0.18522,0.23974,0.99731
expon,0.26,1.50,0.20716,0.26568,0.99725
expon,0.26,1.50,0.18504,0.24014,0.99738
expon,0.26,1.88,0.17052,0.19949,0.98562
expon,0.26,1.88,0.18319,0.23749,0.98532
expon,0.26,1.88,0.18192,0.21377,0.99718
expon,0.26,1.88,0.18045,0.22034,0.97470
expon,0.26,1.88,0.18555,0.23655,0.97419
expon,0.26,2.25,0.16130,0.20290,0.97237
expon,0.26,2.25,0.16224,0.19271,0.97303
expon,0.26,2.25,0.17052,0.21577,0.98488
expon,0.26,2.25,0.17484,0.22091,0.93515
expon,0.26,2.25,0.16458,0.19704,0.93535
expon,0.26,2.62,0.15124,0.17232,0.83128
expon,0.26,2.62,0.15147,0.17667,0.87729
expon,0.26,2.62,0.15481,0.18592,0.93393
expon,0.26,2.62,0.15065,0.16288,0.92060
expon,0.26,2.62,0.14054,0.14036,0.82935
expon,0.26,3.00,0.14900,0.17051,0.71493
expon,0.26,3.00,0.14161,0.14401,0.84879
expon,0.26,3.00,0.15065,0.16444,0.85946
expon,0.26,3.00,0.14881,0.17499,0.79712
expon,0.26,3.00,0.13852,0.14544,0.67617
expon,0.32,1.50,0.18636,0.25797,0.99733
expon,0.32,1.50,0.20658,0.28731,0.99726
expon,0.32,1.50,0.22873,0.31453,0.99724
expon,0.32,1.50,0.19704,0.26514,0.99730
expon,0.32,1.50,0.17926,0.23204,0.98676
expon,0.32,1.88,0.18850,0.24936,0.99705
expon,0.32,1.88,0.20621,0.27309,0.99704
expon,0.32,1.88,0.18867,0.25560,0.97532
expon,0.32,1.88,0.18847,0.24723,0.99712
expon,0.32,1.88,0.18258,0.24036,0.95307
expon,0.32,2.25,0.17337,0.23366,0.93613
expon,0.32,2.25,0.17430,0.21719,0.95419
expon,0.32,2.25,0.18111,0.21855,0.91424
expon,0.32,2.25,0.17360,0.21874,0.92404
expon,0.32,2.25,0.16746,0.20441,0.94419
expon,0.32,2.62,0.15993,0.19265,0.95748
expon,0.32,2.62,0.16733,0.20487,0.91853
expon,0.32,2.62,0.17042,0.22470,0.89083
expon,0.32,2.62,0.16068,0.20850,0.84732
expon,0.32,2.62,0.16599,0.20305,0.81175
expon,0.32,3.00,0.14896,0.16999,0.77554
expon,0.32,3.00,0.15000,0.17323,0.87513
expon,0.32,3.00,0.15468,0.18021,0.81188
expon,0.32,3.00,0.15709,0.20738,0.76559
expon,0.32,3.00,0.15638,0.18616,0.86124
expon,0.37,1.50,0.21671,0.29688,0.97592
expon,0.37,1.50,0.22554,0.33032,0.99731
expon,0.37,1.50,0.23369,0.33841,0.98658
expon,0.37,1.50,0.19807,0.28773,0.97539
expon,0.37,1.50,0.19917,0.28378,0.99724
expon,0.37,1.88,0.22206,0.30603,0.99706
expon,0.37,1.88,0.18754,0.25042,0.98557
expon,0.37,1.88,0.22303,0.30951,0.97396
expon,0.37,1.88,0.20317,0.28830,0.99712
expon,0.37,1.88,0.19882,0.28421,0.97358
expon,0.37,2.25,0.18125,0.25272,0.95377
expon,0.37,2.25,0.18405,0.25355,0.95461
expon,0.37,2.25,0.19751,0.27561,0.95391
expon,0.37,2.25,0.18136,0.24931,0.98528
expon,0.37,2.25,0.19054,0.28048,0.98431
expon,0.37,2.62,0.17614,0.24503,0.92640
expon,0.37,2.62,0.16568,0.21602,0.88813
expon,0.37,2.62,0.16546,0.21550,0.91958
expon,0.37,2.62,0.19119,0.28400,0.90427
expon,0.37,2.62,0.17837,0.24947,0.91346
expon,0.37,3.00,0.16780,0.21829,0.85373
expon,0.37,3.00,0.15139,0.17747,0.79379
expon,0.37,3.00,0.16982,0.24814,0.86175
expon,0.37,3.00,0.16952,0.22782,0.85215
expon,0.37,3.00,0.15347,0.18098,0.78197
expon,0.42,1.50,0.26562,0.40249,0.99738
expon,0.42,1.50,0.22398,0.33530,0.99728
expon,0.42,1.50,0.26158,0.39022,0.98644
expon,0.42,1.50,0.27698,0.40815,0.99735
expon,0.42,1.50,0.22527,0.32758,0.97546
expon,0.42,1.88,0.24406,0.37400,0.98557
expon,0.42,1.88,0.23314,0.34401,0.95620
expon,0.42,1.88,0.22604,0.31954,0.98528
expon,0.42,1.88,0.24017,0.36415,0.97455
expon,0.42,1.88,0.20140,0.28770,0.98610
expon,0.42,2.25,0.19214,0.27531,0.99686
expon,0.42,2.25,0.19701,0.27863,0.94403
expon,0.42,2.25,0.20878,0.29722,0.97202
expon,0.42,2.25,0.21032,0.31273,0.98532
expon,0.42,2.25,0.18436,0.25757,0.90176
expon,0.42,2.62,0.17199,0.24608,0.82775
expon,0.42,2.62,0.19178,0.28049,0.91333
expon,0.42,2.62,0.18200,0.25553,0.93133
expon,0.42,2.62,0.16644,0.21614,0.91725
expon,0.42,2.62,0.18290,0.26260,0.89663
expon,0.42,3.00,0.18043,0.25073,0.92549
expon,0.42,3.00,0.16807,0.22333,0.83597
expon,0.42,3.00,0.17398,0.25931,0.79991
expon,0.42,3.00,0.17097,0.24238,0.87884
expon,0.42,3.00,0.17572,0.25887,0.83105
expon,0.47,1.50,0.25263,0.38043,0.96982
expon,0.47,1.50,0.23198,0.35433,0.98651
expon,0.47,1.50,0.25586,0.38511,0.99728
expon,0.47,1.50,0.28468,0.42981,0.99731
expon,0.47,1.50,0.28470,0.42603,0.99727
expon,0.47,1.88,0.21514,0.33120,0.97448
expon,0.47,1.88,0.23249,0.35657,0.99718
expon,0.47,1.88,0.23333,0.36468,0.99708
expon,0.47,1.88,0.23372,0.36100,0.98566
expon,0.47,1.88,0.24524,0.37413,0.99702
expon,0.47,2.25,0.21093,0.32663,0.95870
expon,0.47,2.25,0.19263,0.29800,0.98406
expon,0.47,2.25,0.21529,0.31593,0.98416
expon,0.47,2.25,0.21682,0.33182,0.99688
expon,0.47,2.25,0.20867,0.30640,0.96021
expon,0.47,2.62,0.18815,0.26709,0.89512
expon,0.47,2.62,0.18614,0.24736,0.90673
expon,0.47,2.62,0.18615,0.27231,0.86667
expon,0.47,2.62,0.18188,0.26137,0.88622
expon,0.47,2.62,0.19258,0.28012,0.90887
expon,0.47,3.00,0.17684,0.25284,0.88785
expon,0.47,3.00,0.18419,0.27976,0.84531
expon,0.47,3.00,0.18214,0.25229,0.84610
expon,0.47,3.00,0.18026,0.25945,0.94582
expon,0.47,3.00,0.17673,0.25763,0.76562
expon,0.53,1.50,0.26861,0.41984,0.99722
expon,0.53,1.50,0.24858,0.38261,0.98586
expon,0.53,1.50,0.24874,0.39229,0.98606
expon,0.53,1.50,0.26423,0.42516,0.99729
expon,0.53,1.50,0.24986,0.39586,0.94899
expon,0.53,1.88,0.24261,0.38296,0.97411
expon,0.53,1.88,0.26441,0.41727,0.98594
expon,0.53,1.88,0.26154,0.40800,0.99715
expon,0.53,1.88,0.24145,0.37748,0.99710
expon,0.53,1.88,0.25783,0.40507,0.97908
expon,0.53,2.25,0.22323,0.35703,0.98395
expon,0.53,2.25,0.22701,0.35060,0.97131
expon,0.53,2.25,0.21514,0.34337,0.95947
expon,0.53,2.25,0.21661,0.33939,0.93919
expon,0.53,2.25,0.21108,0.33754,0.91654
expon,0.53,2.62,0.19859,0.29539,0.88729
expon,0.53,2.62,0.20101,0.29280,0.92421
expon,0.53,2.62,0.18153,0.26702,0.83082
expon,0.53,2.62,0.19256,0.28450,0.93338
expon,0.53,2.62,0.20712,0.31713,0.93028
expon,0.53,3.00,0.19057,0.27584,0.76400
expon,0.53,3.00,0.20000,0.31057,0.78912
expon,0.53,3.00,0.17956,0.25463,0.82290
expon,0.53,3.00,0.19059,0.28857,0.84983
expon,0.53,3.00,0.19640,0.30498,0.83841
expon,0.58,1.50,0.27242,0.43749,0.98613
expon,0.58,1.50,0.27885,0.42845,0.98632
expon,0.58,1.50,0.24942,0.41191,0.97419
expon,0.58,1.50,0.30606,0.47214,0.99725
expon,0.58,1.50,0.31413,0.48131,0.99733
expon,0.58,1.88,0.24665,0.39550,0.96524
expon,0.58,1.88,0.24066,0.38479,0.94952
expon,0.58,1.88,0.26076,0.41459,0.96261
expon,0.58,1.88,0.26170,0.40802,0.99696
expon,0.58,1.88,0.24925,0.40032,0.94967
expon,0.58,2.25,0.22492,0.35715,0.96997
expon,0.58,2.25,0.22045,0.35043,0.95199
expon,0.58,2.25,0.23523,0.37615,0.98331
expon,0.58,2.25,0.23706,0.39037,0.94034
expon,0.58,2.25,0.21429,0.33751,0.89844
expon,0.58,2.62,0.19966,0.30649,0.90955
expon,0.58,2.62,0.20347,0.31580,0.88896
expon,0.58,2.62,0.21429,0.33895,0.91880
expon,0.58,2.62,0.20275,0.30519,0.85797
expon,0.58,2.62,0.20510,0.33173,0.89754
expon,0.58,3.00,0.18993,0.28000,0.84504
expon,0.58,3.00,0.19534,0.29965,0.89220
expon,0.58,3.00,0.19358,0.30294,0.83096
expon,0.58,3.00,0.18901,0.28469,0.73233
expon,0.58,3.00,0.19590,0.30263,0.85334
expon,0.63,1.50,0.28603,0.46578,0.99726
expon,0.63,1.50,0.27934,0.45032,0.95918
expon,0.63,1.50,0.26580,0.44603,0.99713
expon,0.63,1.50,0.31671,0.50738,0.99721
expon,0.63,1.50,0.31237,0.48473,0.99731
expon,0.63,1.88,0.25939,0.43324,0.98492
expon,0.63,1.88,0.28029,0.44190,0.99710
expon,0.63,1.88,0.26879,0.43950,0.97302
expon,0.63,1.88,0.25092,0.39830,0.97262
expon,0.63,1.88,0.25727,0.40718,0.96105
expon,0.63,2.25,0.22124,0.35563,0.98375
expon,0.63,2.25,0.24038,0.37950,0.90943
expon,0.63,2.25,0.23682,0.38565,0.95663
expon,0.63,2.25,0.24065,0.38228,0.93351
expon,0.63,2.25,0.23016,0.38094,0.97167
expon,0.63,2.62,0.22619,0.35582,0.96967
expon,0.63,2.62,0.21765,0.36404,0.91560
expon,0.63,2.62,0.19931,0.31611,0.88926
expon,0.63,2.62,0.21246,0.33301,0.93548
expon,0.63,2.62,0.23003,0.36514,0.93634
expon,0.63,3.00,0.20311,0.32871,0.84004
expon,0.63,3.00,0.19853,0.31595,0.91741
expon,0.63,3.00,0.20842,0.33778,0.92110
expon,0.63,3.00,0.20847,0.33737,0.88671
expon,0.63,3.00,0.21082,0.33696,0.87394
expon,0.68,1.50,0.32045,0.50685,0.98606
expon,0.68,1.50,0.27555,0.44582,0.99725
expon,0.68,1.50,0.31377,0.48980,0.98629
expon,0.68,1.50,0.25541,0.41499,0.98654
expon,0.68,1.50,0.31994,0.52370,0.98621
expon,0.68,1.88,0.27275,0.44685,0.96940
expon,0.68,1.88,0.28974,0.45255,0.98541
expon,0.68,1.88,0.24669,0.39964,0.97311
expon,0.68,1.88,0.28713,0.46317,0.98545
expon,0.68,1.88,0.29384,0.46264,0.95089
expon,0.68,2.25,0.24613,0.38999,0.95677
expon,0.68,2.25,0.23706,0.38532,0.94650
expon,0.68,2.25,0.26920,0.44022,0.96915
expon,0.68,2.25,0.24235,0.40218,0.95816
expon,0.68,2.25,0.23935,0.39750,0.96491
expon,0.68,2.62,0.22459,0.36979,0.88271
expon,0.68,2.62,0.23600,0.38627,0.96050
expon,0.68,2.62,0.22607,0.38020,0.91972
expon,0.68,2.62,0.22401,0.37279,0.92627
expon,0.68,2.62,0.23112,0.37158,0.95513
expon,0.68,3.00,0.20746,0.34802,0.84632
expon,0.68,3.00,0.20830,0.34436,0.88470
expon,0.68,3.00,0.20450,0.31178,0.78876
expon,0.68,3.00,0.20605,0.32029,0.83370
expon,0.68,3.00,0.21365,0.34845,0.94555
expon,0.74,1.50,0.28104,0.46555,0.96465
expon,0.74,1.50,0.32157,0.52601,0.99720
expon,0.74,1.50,0.28017,0.45369,0.97396
expon,0.74,1.50,0.30919,0.50502,0.99721
expon,0.74,1.50,0.34429,0.54515,0.98613
expon,0.74,1.88,0.31331,0.50102,0.98528
expon,0.74,1.88,0.28928,0.45350,0.97411
expon,0.74,1.88,0.29695,0.46915,0.96081
expon,0.74,1.88,0.28459,0.46755,0.98497
expon,0.74,1.88,0.28400,0.45475,0.96045
expon,0.74,2.25,0.25876,0.40824,0.96265
expon,0.74,2.25,0.24951,0.41113,0.95184
expon,0.74,2.25,0.24652,0.42481,0.95934
expon,0.74,2.25,0.24605,0.38954,0.96423
expon,0.74,2.25,0.25374,0.43398,0.96967
expon,0.74,2.62,0.22057,0.37020,0.92028
expon,0.74,2.62,0.21697,0.33924,0.89823
expon,0.74,2.62,0.23110,0.37253,0.92055
expon,0.74,2.62,0.22553,0.37122,0.91346
expon,0.74,2.62,0.23562,0.39458,0.96946
expon,0.74,3.00,0.20775,0.32989,0.78817
expon,0.74,3.00,0.21722,0.35801,0.87617
expon,0.74,3.00,0.20444,0.32799,0.90971
expon,0.74,3.00,0.21776,0.36144,0.88415
expon,0.74,3.00,0.21496,0.34446,0.91800
expon,0.79,1.50,0.33259,0.53629,0.98613
expon,0.79,1.50,0.29397,0.48336,0.96304
expon,0.79,1.50,0.27514,0.45200,0.98594
expon,0.79,1.50,0.30302,0.49952,0.99725
expon,0.79,1.50,0.28842,0.47980,0.99718
expon,0.79,1.88,0.31424,0.51708,0.99684
expon,0.79,1.88,0.29640,0.48432,0.96139
expon,0.79,1.88,0.29224,0.49308,0.96750
expon,0.79,1.88,0.29853,0.50213,0.95083
expon,0.79,1.88,0.30386,0.48782,0.98523
expon,0.79,2.25,0.28194,0.46425,0.94404
expon,0.79,2.25,0.26358,0.42974,0.93820
expon,0.79,2.25,0.25117,0.41316,0.91854
expon,0.79,2.25,0.26555,0.43454,0.93111
expon,0.79,2.25,0.27632,0.46593,0.97065
expon,0.79,2.62,0.25302,0.41820,0.98231
expon,0.79,2.62,0.23370,0.39046,0.91068
expon,0.79,2.62,0.23576,0.39284,0.90210
expon,0.79,2.62,0.24200,0.40234,0.93133
expon,0.79,2.62,0.22621,0.37310,0.90273
expon,0.79,3.00,0.21165,0.34766,0.78444
expon,0.79,3.00,0.21434,0.34826,0.82708
expon,0.79,3.00,0.21673,0.34492,0.86887
expon,0.79,3.00,0.22576,0.35315,0.83721
expon,0.79,3.00,0.22177,0.36708,0.91727
expon,0.84,1.50,0.32472,0.52542,0.98602
expon,0.84,1.50,0.32323,0.52970,0.99717
expon,0.84,1.50,0.33536,0.54317,0.98625
expon,0.84,1.50,0.30168,0.50143,0.97505
expon,0.84,1.50,0.30112,0.50375,0.97498
expon,0.84,1.88,0.30031,0.50052,0.97270
expon,0.84,1.88,0.30735,0.48414,0.98536
expon,0.84,1.88,0.29097,0.47459,0.97220
expon,0.84,1.88,0.31832,0.52239,0.98506
expon,0.84,1.88,0.30497,0.50112,0.98455
expon,0.84,2.25,0.28203,0.46636,0.95803
expon,0.84,2.25,0.26323,0.42891,0.92925
expon,0.84,2.25,0.26622,0.45045,0.99662
expon,0.84,2.25,0.27213,0.44139,0.95796
expon,0.84,2.25,0.26804,0.43840,0.95599
expon,0.84,2.62,0.23169,0.37330,0.86139
expon,0.84,2.62,0.24488,0.39156,0.92729
expon,0.84,2.62,0.25128,0.41684,0.92469
expon,0.84,2.62,0.23118,0.38529,0.94010
expon,0.84,2.62,0.23369,0.39032,0.87884
expon,0.84,3.00,0.22320,0.36799,0.85805
expon,0.84,3.00,0.22444,0.37699,0.96700
expon,0.84,3.00,0.23705,0.40347,0.88059
expon,0.84,3.00,0.22594,0.37102,0.95918
expon,0.84,3.00,0.22907,0.37129,0.93531
expon,0.89,1.50,0.36056,0.57612,0.99718
expon,0.89,1.50,0.33029,0.54900,0.99714
expon,0.89,1.50,0.33228,0.53116,0.98566
expon,0.89,1.50,0.33602,0.52656,0.98566
expon,0.89,1.50,0.32807,0.54115,0.98644
expon,0.89,1.88,0.28651,0.47240,0.97963
expon,0.89,1.88,0.29242,0.46607,0.99708
expon,0.89,1.88,0.30369,0.49448,0.98469
expon,0.89,1.88,0.32523,0.52938,0.98506
expon,0.89,1.88,0.28094,0.45969,0.97381
expon,0.89,2.25,0.28328,0.46907,0.94174
expon,0.89,2.25,0.28344,0.46437,0.96399
expon,0.89,2.25,0.26357,0.43864,0.99656
expon,0.89,2.25,0.25709,0.42820,0.92712
expon,0.89,2.25,0.27401,0.44944,0.98364
expon,0.89,2.62,0.24982,0.41918,0.95402
expon,0.89,2.62,0.23260,0.39276,0.88991
expon,0.89,2.62,0.23438,0.41510,0.77124
expon,0.89,2.62,0.25884,0.43005,0.96782
expon,0.89,2.62,0.24894,0.40596,0.84817
expon,0.89,3.00,0.23038,0.39182,0.92127
expon,0.89,3.00,0.21875,0.35940,0.80198
expon,0.89,3.00,0.21311,0.34376,0.85451
expon,0.89,3.00,0.23135,0.38198,0.91122
expon,0.89,3.00,0.22768,0.36620,0.88912
expon,0.95,1.50,0.33661,0.55128,0.99727
expon,0.95,1.50,0.33132,0.54115,0.97007
expon,0.95,1.50,0.37437,0.59380,0.99718
expon,0.95,1.50,0.34155,0.54729,0.95756
expon,0.95,1.50,0.35847,0.58848,0.99727
expon,0.95,1.88,0.30395,0.50937,0.98488
expon,0.95,1.88,0.31574,0.52409,0.95433
expon,0.95,1.88,0.30751,0.51227,0.98506
expon,0.95,1.88,0.30623,0.50250,0.99703
expon,0.95,1.88,0.30469,0.50796,0.97211
expon,0.95,2.25,0.27774,0.47125,0.97624
expon,0.95,2.25,0.27754,0.46004,0.91445
expon,0.95,2.25,0.26897,0.44415,0.95584
expon,0.95,2.25,0.27781,0.45623,0.94459
expon,0.95,2.25,0.25714,0.42117,0.97036
expon,0.95,2.62,0.26642,0.43586,0.93699
expon,0.95,2.62,0.22879,0.39117,0.88328
expon,0.95,2.62,0.25000,0.41839,0.89866
expon,0.95,2.62,0.24322,0.40312,0.92469
expon,0.95,2.62,0.24311,0.40929,0.90707
expon,0.95,3.00,0.22129,0.36527,0.92534
expon,0.95,3.00,0.23036,0.38035,0.93262
expon,0.95,3.00,0.23098,0.37830,0.93456
expon,0.95,3.00,0.22529,0.37960,0.91272
expon,0.95,3.00,0.22510,0.36912,0.83909
expon,1.00,1.50,0.37744,0.59131,0.99721
expon,1.00,1.50,0.35537,0.55070,0.99718
expon,1.00,1.50,0.32885,0.53647,0.97498
expon,1.00,1.50,0.32384,0.54760,0.99709
expon,1.00,1.50,0.37676,0.59229,0.99730
expon,1.00,1.88,0.33776,0.53206,0.98497
expon,1.00,1.88,0.27524,0.44960,0.98421
expon,1.00,1.88,0.32921,0.52264,0.97167
expon,1.00,1.88,0.29088,0.47163,0.94907
expon,1.00,1.88,0.30151,0.50774,0.96128
expon,1.00,2.25,0.26082,0.43743,0.94260
expon,1.00,2.25,0.25523,0.40965,0.96782
expon,1.00,2.25,0.25261,0.42747,0.95529
expon,1.00,2.25,0.28033,0.47173,0.97027
expon,1.00,2.25,0.27424,0.46444,0.96977
expon,1.00,2.62,0.26090,0.42480,0.88055
expon,1.00,2.62,0.26870,0.44997,0.96600
expon,1.00,2.62,0.24906,0.41444,0.90165
expon,1.00,2.62,0.24982,0.40113,0.95268
expon,1.00,2.62,0.26568,0.44370,0.92414
expon,1.00,3.00,0.21399,0.35100,0.89996
expon,1.00,3.00,0.23618,0.39408,0.88591
expon,1.00,3.00,0.23885,0.39224,0.96574
expon,1.00,3.00,0.24521,0.39386,0.95090
expon,1.00,3.00,0.22727,0.36725,0.89195
pwrlaw,0.00,1.50,0.10000,0.00000,0.38017
pwrlaw,0.00,1.50,0.10000,0.00000,0.36543
pwrlaw,0.00,1.50,0.10000,0.00000,0.37132
pwrlaw,0.00,1.50,0.10000,0.00000,0.35174
pwrlaw,0.00,1.50,0.10000,0.00000,0.36586
pwrlaw,0.00,1.88,0.10000,0.00000,0.34141
pwrlaw,0.00,1.88,0.10000,0.00000,0.36617
pwrlaw,0.00,1.88,0.10000,0.00000,0.34914
pwrlaw,0.00,1.88,0.10000,0.00000,0.34410
pwrlaw,0.00,1.88,0.10000,0.00000,0.38214
pwrlaw,0.00,2.25,0.10000,0.00000,0.35532
pwrlaw,0.00,2.25,0.10000,0.00000,0.33764
pwrlaw,0.00,2.25,0.10000,0.00000,0.33661
pwrlaw,0.00,2.25,0.10000,0.00000,0.34106
pwrlaw,0.00,2.25,0.10000,0.00000,0.35542
pwrlaw,0.00,2.62,0.10000,0.00000,0.30550
pwrlaw,0.00,2.62,0.10000,0.00000,0.30811
pwrlaw,0.00,2.62,0.10000,0.00000,0.32466
pwrlaw,0.00,2.62,0.10000,0.00000,0.32769
pwrlaw,0.00,2.62,0.10000,0.00000,0.25638
pwrlaw,0.00,3.00,0.10000,0.00000,0.34253
pwrlaw,0.00,3.00,0.10000,0.00000,0.23217
pwrlaw,0.00,3.00,0.10000,0.00000,0.25378
pwrlaw,0.00,3.00,0.10000,0.00000,0.27433
pwrlaw,0.00,3.00,0.10000,0.00000,0.29929
pwrlaw,0.05,1.50,0.10994,0.03169,0.78778
pwrlaw,0.05,1.50,0.10802,0.02338,0.68465
pwrlaw,0.05,1.50,0.11212,0.03749,0.92386
pwrlaw,0.05,1.50,0.11220,0.03915,0.65779
pwrlaw,0.05,1.50,0.12012,0.05496,0.91144
pwrlaw,0.05,1.88,0.10955,0.02562,0.74770
pwrlaw,0.05,1.88,0.10375,0.01248,0.50031
pwrlaw,0.05,1.88,0.11104,0.03446,0.82282
pwrlaw,0.05,1.88,0.10855,0.03488,0.65452
pwrlaw,0.05,1.88,0.10861,0.03005,0.71725
pwrlaw,0.05,2.25,0.10840,0.02968,0.60871
pwrlaw,0.05,2.25,0.10544,0.01918,0.48582
pwrlaw,0.05,2.25,0.10866,0.02764,0.73284
pwrlaw,0.05,2.25,0.10530,0.01907,0.67348
pwrlaw,0.05,2.25,0.11022,0.04184,0.63179
pwrlaw,0.05,2.62,0.10552,0.02218,0.51957
pwrlaw,0.05,2.62,0.10682,0.02494,0.49082
pwrlaw,0.05,2.62,0.10791,0.03374,0.55277
pwrlaw,0.05,2.62,0.10764,0.02885,0.60446
pwrlaw,0.05,2.62,0.10294,0.01174,0.44366
pwrlaw,0.05,3.00,0.10672,0.02609,0.60437
pwrlaw,0.05,3.00,0.10438,0.01795,0.43870
pwrlaw,0.05,3.00,0.10441,0.01991,0.39468
pwrlaw,0.05,3.00,0.10078,0.00250,0.34485
pwrlaw,0.05,3.00,0.10588,0.02410,0.37792
pwrlaw,0.11,1.50,0.11923,0.04621,0.89497
pwrlaw,0.11,1.50,0.12222,0.05851,0.91023
pwrlaw,0.11,1.50,0.13000,0.07214,0.94500
pwrlaw,0.11,1.50,0.12606,0.08579,0.99394
pwrlaw,0.11,1.50,0.11807,0.04744,0.85644
pwrlaw,0.11,1.88,0.11800,0.07028,0.72764
pwrlaw,0.11,1.88,0.12685,0.09125,0.85384
pwrlaw,0.11,1.88,0.11800,0.05538,0.73742
pwrlaw,0.11,1.88,0.12649,0.08285,0.92882
